,Ambient temp,Ambient pressure,Ambient humidity,AFD pressure,GT exh pressure,Turbine inlet temp,Turbine after temp,Turbine energy yield
65,6.9549,1011.9,94.708,3.4844,23.463,1083.2,549.97,11.85
66,7.0389,1012.3,92.654,3.471,23.186999999999998,1082.0,549.94,11.673
67,7.1611,1012.8,90.72,3.6157,23.842,1085.4,550.11,11.772
68,7.3617,1013.5,88.991,3.6439,23.833000000000002,1085.8,549.72,11.844000000000001
69,7.2594,1014.1,89.669,3.6328,23.791,1085.6,550.06,11.815999999999999
70,6.9188,1014.5,89.859,3.6367,23.733,1085.4,549.9,11.789000000000001
71,6.8903,1014.7,88.165,3.6331,23.732,1085.8,550.06,11.761
72,6.7569,1015.1,88.41,3.6162,23.747,1085.5,550.24,11.732999999999999
73,6.7155,1015.7,88.17399999999999,3.5792,23.549,1084.4,549.88,11.727
74,6.817,1016.3,87.70700000000001,4.0272,27.276,1089.8,540.77,12.699000000000002
75,6.8973,1016.7,88.241,4.6468,32.598,1100.4,527.78,14.056
76,6.9282,1017.2,87.29299999999999,4.7146,33.185,1100.2,525.8,14.285
77,6.9957,1017.5,87.652,4.7299,32.966,1099.6,526.66,14.165999999999999
78,7.2848,1017.6,87.557,4.7188,32.71,1100.0,527.25,14.125
79,7.4902,1018.2,85.956,4.7466,32.894,1099.9,526.59,14.14
80,7.3078,1019.8,83.228,3.5579,23.395,1083.9,550.34,11.933
81,7.3157,1019.9,79.696,3.5724,23.555999999999997,1085.0,549.77,11.964
82,7.3168,1020.1,79.75,3.5541,23.397,1084.1,549.74,11.923
83,7.1878,1020.3,82.389,4.2138,28.506999999999998,1091.5,536.99,13.057
84,7.1168,1020.4,85.501,3.6638,24.208000000000002,1088.9,549.98,12.038
85,7.1325,1020.5,86.056,3.5491,23.281999999999996,1083.6,549.86,11.815999999999999
86,7.2618,1020.5,87.23700000000001,3.5916,23.529,1085.3,550.06,11.927999999999999
87,7.6137,1020.7,85.814,3.5924,23.531,1085.0,550.02,11.946
88,7.8848,1020.6,85.039,3.5931,23.475,1084.4,550.03,11.888
89,7.9395,1020.3,87.20299999999999,3.5841,23.426,1084.6,550.03,11.831
90,7.9592,1020.2,87.339,3.571,23.441,1084.7,549.82,11.793
91,7.9442,1020.4,86.646,3.5717,23.43,1084.5,550.12,11.716
92,8.0315,1020.7,88.74700000000001,3.5713,23.369,1084.3,549.87,11.759
93,8.1683,1020.7,89.104,4.3989,29.951999999999998,1095.9,534.49,13.427
94,8.4858,1021.1,87.738,4.8415,33.433,1100.1,525.18,14.294
95,9.2573,1021.2,84.579,4.8112,33.012,1100.1,526.68,14.196
96,10.061,1020.9,74.01100000000001,4.7807,32.484,1100.2,528.57,14.091
97,10.577,1020.4,71.694,4.8093,32.646,1100.3,528.01,14.136
98,10.628,1020.0,72.416,4.8102,32.513000000000005,1099.9,528.53,14.046
99,10.450999999999999,1020.2,73.39399999999999,4.8260000000000005,32.661,1099.6,528.11,14.115
100,10.280999999999999,1020.4,69.09,4.8366,32.931999999999995,1099.9,526.84,14.148
101,10.055,1020.7,69.491,4.8172,32.891999999999996,1100.3,526.99,14.220999999999998
102,6.9879999999999995,1021.5,82.34700000000001,3.5297,23.758000000000003,1083.8,548.96,11.937000000000001
103,6.6543,1021.5,82.29299999999999,3.4638,23.219,1082.5,549.8,11.787
104,5.4611,1021.8,87.63,3.4823,23.357,1083.3,549.71,11.825
105,5.8372,1022.1,86.775,3.4991,23.428,1083.5,549.79,11.775
106,7.0528,1022.2,79.47399999999999,3.5119,23.423000000000002,1083.5,550.18,11.682
107,7.1873,1022.5,79.304,3.4888,23.218000000000004,1082.5,550.04,11.725
108,6.6405,1022.1,82.613,3.5183,23.456,1084.1,549.92,11.884
109,6.1033,1021.9,81.523,3.4937,23.221999999999998,1083.0,549.98,11.835999999999999
110,5.4546,1021.6,81.919,3.4882,23.166,1083.0,549.84,11.787
111,5.1361,1021.7,82.833,3.4777,23.113000000000003,1082.8,550.06,11.715
112,4.9719,1022.0,84.008,3.5269999999999997,23.5,1083.5,549.16,11.799000000000001
113,6.7097,1022.8,80.685,4.6852,32.874,1100.1,526.13,14.199000000000002
114,7.3372,1023.0,80.07600000000001,4.7698,33.321999999999996,1100.0,524.71,14.276
115,7.6952,1022.8,81.97399999999999,4.7001,32.961,1100.4,526.0,14.300999999999998
116,7.4018,1022.6,87.67299999999999,4.7564,33.441,1100.0,524.69,14.279000000000002
117,7.8167,1022.2,88.135,4.6605,32.893,1100.0,526.21,14.177
118,8.5781,1022.0,87.554,4.7183,33.079,1099.9,525.78,14.214
119,9.841000000000001,1022.2,77.791,4.7141,32.624,1099.6,527.61,14.095
120,10.084,1022.7,67.3,4.7721,33.023,1100.1,526.27,14.168
121,9.5484,1023.1,68.062,4.7413,32.928000000000004,1100.0,526.54,14.172
122,8.7161,1023.5,77.867,4.803999999999999,33.466,1100.3,525.02,14.288
123,8.3411,1023.6,83.74700000000001,4.7442,33.01,1100.1,526.64,14.224
124,7.9543,1023.7,84.18700000000001,4.8180000000000005,33.623000000000005,1100.0,524.27,14.37
125,7.5402,1023.8,85.149,4.8032,33.582,1100.2,524.53,14.364
126,6.4237,1024.1,88.72,3.5543,23.638,1085.2,549.55,11.839
127,6.3186,1024.3,89.40100000000001,3.5375,23.241999999999997,1083.7,550.02,11.81
128,5.9587,1024.7,88.759,3.4538,22.41,1079.2,550.03,11.652000000000001
129,5.9384,1025.1,89.319,3.514,22.866999999999997,1081.8,550.26,11.748
130,5.7952,1025.2,90.14200000000001,3.6204,23.666999999999998,1086.2,549.92,11.890999999999998
131,5.7183,1025.1,90.04799999999999,3.6658,23.831,1086.7,549.92,11.93
132,5.9779,1025.3,90.087,3.6504,23.656,1085.9,549.96,11.888
133,6.0551,1025.7,89.869,3.6526,23.607,1086.0,550.03,11.782
134,6.1375,1026.0,90.147,4.0193,26.701999999999998,1088.6,540.97,12.639000000000001
135,6.1271,1026.3,91.663,4.6899,32.44,1100.2,527.88,13.989
136,6.4082,1026.6,93.512,4.7515,32.841,1099.9,526.79,14.169
137,7.6426,1026.7,95.243,4.8098,33.178000000000004,1100.1,526.12,14.21
138,9.4701,1026.4,91.87299999999999,4.821000000000001,33.135,1100.3,526.22,14.273
139,10.94,1026.0,80.793,4.7821,32.783,1100.1,528.13,14.061
140,11.613,1025.7,72.077,4.723,32.332,1100.0,529.62,13.924000000000001
141,12.065999999999999,1025.6,68.01899999999999,4.8046,33.025999999999996,1099.8,527.36,14.078
142,12.450999999999999,1025.6,66.26100000000001,4.7516,32.702,1100.0,528.41,14.137
143,12.165,1025.8,70.975,4.7775,32.942,1100.0,527.86,14.062000000000001
144,10.892999999999999,1025.8,81.178,4.7097,32.708,1099.7,528.3,14.0
145,9.7483,1026.0,84.44200000000001,4.7864,33.2,1099.9,525.95,14.200999999999999
146,8.6902,1026.2,86.24799999999999,4.8016,33.39,1100.1,525.48,14.35
147,5.3738,1025.5,92.99700000000001,3.6186,23.506999999999998,1085.0,549.87,11.809000000000001
148,5.4462,1025.4,92.273,3.6224,23.423000000000002,1084.1,550.09,11.690999999999999
149,5.6988,1025.2,91.29799999999999,3.6646,23.787,1085.7,550.11,11.742
150,5.8975,1025.0,89.94200000000001,3.6767,23.81,1086.0,549.91,11.792
151,6.2033,1025.0,90.333,3.6926,23.853,1086.2,549.94,11.843
152,6.664,1024.8,89.59899999999999,3.7025,23.866,1086.4,549.8,11.894
153,7.2426,1024.8,89.65299999999999,3.7199,23.986,1086.6,550.14,11.885
154,7.7232,1024.7,88.66,3.7319999999999998,24.058000000000003,1087.1,549.78,11.831
155,8.2577,1025.2,89.225,4.9813,34.192,1099.7,523.64,14.29
156,8.7557,1025.2,90.71799999999999,4.9097,33.743,1100.2,524.57,14.35
157,10.033999999999999,1024.6,91.102,4.8665,33.093,1099.9,526.7,14.175999999999998
158,11.602,1024.0,86.834,4.8566,32.395,1100.1,529.12,14.129000000000001
159,12.244000000000002,1023.5,81.09,4.8762,32.81,1100.0,528.08,14.06
160,12.405999999999999,1023.4,78.961,4.8399,32.508,1100.0,529.14,13.979000000000001
161,12.235,1023.2,78.744,4.8588,32.91,1100.0,527.76,14.056
162,11.162,1023.5,83.697,4.8088,33.025999999999996,1099.9,527.36,14.059000000000001
163,10.390999999999998,1023.5,84.728,4.7811,32.868,1100.5,527.82,14.052
164,5.6607,1022.1,93.031,4.6318,31.87,1096.9,529.64,13.822000000000001
165,5.0722,1021.8,94.43700000000001,3.6508,23.741999999999997,1085.3,549.99,11.825999999999999
166,4.8119,1021.8,95.641,3.7089,23.956,1086.1,549.77,11.99
167,5.087,1021.6,95.333,3.701,23.889,1085.9,550.0,11.921
168,5.6301,1021.3,94.99600000000001,3.7019,23.865,1085.6,550.18,11.854000000000001
169,5.912000000000001,1021.1,92.325,3.6872,23.854,1085.5,550.21,11.872
170,6.126,1020.9,92.477,3.7003,23.901999999999997,1085.9,550.39,11.88
171,6.3422,1021.1,91.589,3.6948,23.901999999999997,1085.9,550.32,11.885
172,6.5693,1021.5,91.40299999999999,3.7042,23.949,1085.8,550.21,11.89
173,7.2088,1021.8,92.697,3.7357,24.037,1086.3,550.09,11.867
174,8.7186,1021.9,94.786,4.5142,30.271,1094.1,533.76,13.377
175,10.116,1021.3,95.289,4.8032,32.622,1100.2,529.29,13.981
176,11.933,1020.8,89.21799999999999,4.0719,26.939,1090.4,542.73,12.582
177,12.712,1020.6,80.097,3.6912,23.903000000000002,1085.0,550.08,11.915999999999999
178,12.786,1020.6,77.046,3.6758,23.884,1085.0,549.86,11.870999999999999
179,12.644,1020.6,78.916,3.6688,23.934,1084.8,549.62,11.843
180,12.359000000000002,1020.7,80.35300000000001,4.0105,26.621,1089.3,543.22,12.554
181,11.775,1021.1,85.075,4.7561,32.611999999999995,1099.8,528.97,13.863
182,11.103,1021.3,86.579,4.8001,32.942,1100.0,528.24,14.049000000000001
183,10.288,1021.5,90.595,4.8425,33.215,1100.4,526.67,14.231
184,10.327,1021.3,90.844,4.8256,33.116,1099.7,527.54,14.171
185,10.118,1021.1,91.666,4.8388,33.141999999999996,1100.3,527.23,14.187999999999999
186,9.7843,1021.3,92.58,3.9486,26.272,1088.3,543.65,12.422
187,9.4768,1021.3,92.89399999999999,3.6326,23.729,1084.5,549.81,11.755999999999998
188,8.9205,1021.3,92.74600000000001,3.6239999999999997,23.664,1083.6,550.07,11.773
189,8.2064,1021.4,93.09700000000001,3.62,23.612,1083.4,549.85,11.780999999999999
190,7.2737,1021.4,92.66,3.5984,23.518,1083.6,550.06,11.749
191,6.8282,1021.6,94.08200000000001,3.5954,23.49,1083.5,550.03,11.684000000000001
192,6.5604,1022.0,94.00299999999999,3.582,23.467,1082.9,549.86,11.625
193,6.2478,1022.4,93.68799999999999,3.6292,23.899,1085.7,549.84,11.829
194,8.3623,1023.0,97.383,4.8415,33.19,1099.9,527.26,14.109000000000002
195,12.437999999999999,1022.7,89.87,4.8260000000000005,32.61,1100.0,529.09,13.982000000000001
196,12.5,1022.2,88.542,4.7984,32.309,1100.0,530.33,13.898
197,12.734000000000002,1022.3,87.678,4.8288,32.536,1099.9,529.32,13.963
198,13.173,1022.3,87.318,4.7692,32.168,1100.0,530.5,13.886
199,13.22,1022.4,88.00399999999999,4.815,32.671,1100.1,528.65,13.985
200,12.585,1022.4,86.053,4.7732,32.569,1100.0,529.47,13.966
201,11.630999999999998,1022.6,88.012,4.8621,33.207,1100.0,526.92,14.145
202,10.248,1022.5,88.104,4.8049,32.98,1100.2,527.4,14.142000000000001
203,9.3432,1022.3,88.37700000000001,4.838,33.314,1100.3,526.04,14.255999999999998
204,8.672,1022.3,91.78200000000001,4.8685,33.303000000000004,1099.9,525.88,14.262
205,8.2761,1021.7,97.845,4.6235,31.101,1096.3,531.58,13.543
206,8.8891,1021.4,96.62899999999999,3.6468,23.808000000000003,1085.0,549.87,11.9
207,9.2962,1021.4,94.508,3.6242,23.706,1084.3,550.17,11.821
208,9.2916,1021.0,94.266,3.6384,23.746,1084.0,550.0,11.794
209,9.2871,1020.7,94.223,3.638,23.753,1084.2,549.79,11.800999999999998
210,9.2303,1020.5,94.5,3.645,23.765,1084.6,550.1,11.799000000000001
211,9.1345,1020.4,94.833,3.6445,23.758000000000003,1084.1,550.02,11.765999999999998
212,9.1202,1020.5,94.625,3.6461,23.781,1084.4,550.15,11.832
213,9.2353,1020.5,95.41799999999999,4.5044,30.303,1093.6,533.46,13.374
214,9.5996,1020.4,95.57600000000001,4.7824,32.468,1100.1,529.48,13.939
215,10.720999999999998,1020.1,95.34299999999999,4.8516,32.736,1100.0,528.55,14.015
216,11.886,1019.5,89.475,4.7898,32.239000000000004,1100.2,530.17,13.959000000000001
217,12.592,1018.8,85.4,4.8055,32.402,1100.3,529.86,13.975
218,13.208,1018.1,82.978,4.7682,32.126999999999995,1100.4,530.93,13.922
219,13.182,1017.8,82.286,4.8112,32.429,1100.3,529.97,13.992
220,13.311,1017.7,84.476,4.7736,32.195,1100.1,530.61,13.94
221,13.56,1017.7,83.76,4.8042,32.644,1100.3,529.17,14.057
222,13.103,1017.8,84.476,4.7299,32.03,1100.1,531.41,13.697000000000001
223,10.367,1017.5,90.46600000000001,4.8384,33.001,1100.4,527.98,14.152000000000001
224,9.7836,1017.3,92.113,4.894,33.387,1100.1,526.43,14.275
225,8.2631,1016.5,93.554,4.2122,27.686999999999998,1089.2,539.82,12.76
226,7.7477,1016.2,93.583,3.6428,23.444000000000003,1082.2,550.24,11.588
227,7.3956,1016.2,93.31,3.6882,23.879,1084.9,550.41,11.765999999999998
228,7.0925,1015.9,93.95700000000001,3.7034,23.965,1085.2,549.94,11.852
229,7.4034,1015.7,94.204,3.6936,24.076,1085.6,549.95,11.844000000000001
230,7.2227,1015.6,91.876,3.6666,24.002,1085.5,549.94,11.814
231,7.0146,1015.7,92.455,3.6691,23.96,1085.0,550.05,11.727
232,6.861000000000001,1015.8,93.262,3.7623,24.448,1085.6,548.98,11.962
233,9.5474,1015.7,98.67,4.8702,32.788000000000004,1100.0,528.58,14.062999999999999
234,11.265,1015.5,99.27600000000001,4.8928,32.425,1100.3,530.54,14.033
235,11.982999999999999,1015.0,98.04799999999999,4.9118,32.547,1100.1,529.53,13.958
236,12.924000000000001,1014.6,88.292,4.7722,32.085,1100.1,531.33,13.834000000000001
237,13.482999999999999,1014.6,81.25,4.8163,32.508,1100.2,530.34,13.919
238,13.905999999999999,1014.7,75.51100000000001,4.7627,32.098,1100.1,531.17,13.819
239,13.739,1014.8,77.475,4.794,32.399,1100.0,530.43,13.859000000000002
240,13.411,1015.1,79.32300000000001,4.7595,32.343,1100.0,530.84,13.731
241,13.029000000000002,1015.3,79.184,4.783,32.607,1100.0,529.96,13.972000000000001
242,10.725,1015.3,86.43,4.8525,33.15,1100.0,527.31,14.110999999999999
243,10.419,1015.2,89.751,4.843,32.874,1100.3,528.13,14.114
244,10.106,1015.2,90.738,4.8782,33.161,1100.0,527.24,14.139000000000001
245,9.6368,1015.1,91.765,4.843,32.868,1099.9,528.35,14.024000000000001
246,9.3112,1015.0,92.458,3.6673,23.729,1084.4,549.69,11.833
247,9.1255,1014.8,94.302,3.6691,23.596,1084.1,549.76,11.774000000000001
248,9.0689,1014.9,95.544,3.6933,23.594,1084.0,550.06,11.787
249,9.0954,1014.8,96.37700000000001,3.7089999999999996,23.615,1084.4,550.01,11.782
250,9.196,1014.5,97.02799999999999,3.715,23.662,1084.2,549.95,11.792
251,9.2193,1014.5,96.15700000000001,3.7043,23.659000000000002,1084.3,549.96,11.747
252,9.1515,1014.7,95.70700000000001,3.6833,23.611,1084.3,550.17,11.664000000000001
253,9.2894,1015.2,96.22399999999999,3.7536,24.223000000000003,1086.6,549.95,11.876
254,9.5514,1015.6,96.12899999999999,4.6292,30.866999999999997,1094.1,532.03,13.534
255,10.214,1015.6,96.941,4.838,32.433,1099.8,529.86,14.01
256,11.575999999999999,1015.6,93.55,4.854,32.441,1100.1,529.68,13.997
257,12.255,1014.9,89.40799999999999,4.8049,32.001,1100.1,531.42,13.841
258,12.773,1014.1,86.803,4.8309,32.207,1100.2,530.75,13.925999999999998
259,12.873,1013.5,85.72399999999999,4.7895,31.971999999999998,1100.2,531.6,13.857999999999999
260,12.83,1013.1,86.06700000000001,4.825,32.214,1100.3,530.81,13.944
261,12.744000000000002,1012.9,86.281,4.7645,31.971999999999998,1100.0,531.81,13.785
262,12.595999999999998,1013.1,86.22399999999999,4.8242,32.349000000000004,1100.3,530.62,13.937999999999999
263,11.997,1013.2,86.749,4.7958,32.265,1100.1,530.53,13.921
264,11.629000000000001,1013.6,87.10700000000001,4.888999999999999,32.944,1100.0,528.2,14.084000000000001
265,11.328,1013.6,88.7,4.8108,32.429,1100.2,530.23,13.929
266,11.370999999999999,1013.6,88.81700000000001,4.8503,32.663000000000004,1100.1,529.32,14.017999999999999
267,11.288,1013.4,89.154,4.8104,32.604,1100.1,529.86,14.06
268,11.065,1013.1,89.802,4.8260000000000005,32.631,1100.0,529.63,13.932
269,11.039000000000001,1013.2,90.021,4.2987,28.715,1092.8,538.75,12.953
270,11.015,1013.0,89.734,3.7098,23.971999999999998,1084.8,550.09,11.802999999999999
271,10.946,1012.8,90.045,3.6994,23.967,1084.5,550.02,11.805
272,10.93,1012.6,90.48899999999999,3.6883,23.999000000000002,1084.4,549.89,11.814
273,10.819,1012.3,90.95299999999999,3.6773,23.98,1084.3,549.95,11.807
274,10.743,1012.3,91.713,3.6768,23.968000000000004,1084.5,549.99,11.78
275,10.679,1012.3,92.19,3.6865,23.980999999999998,1084.8,550.04,11.724
276,10.727,1012.7,92.601,3.6948,23.906,1084.9,550.05,11.668
277,10.71,1013.1,93.113,3.7076,23.748,1083.9,549.76,11.823
278,10.681,1013.6,93.51700000000001,4.7675,31.974,1098.5,530.61,13.821
279,11.737,1013.9,90.566,4.7731,32.346,1100.1,530.47,13.911
280,12.167,1013.6,88.615,4.833,32.52,1100.2,529.91,13.966
281,12.717,1013.5,86.16,4.8032,32.213,1100.1,531.11,13.873
282,12.857000000000001,1013.6,84.855,4.7871,32.363,1100.0,530.5,13.927
283,12.378,1013.9,85.354,4.7846,32.214,1100.0,530.95,13.869000000000002
284,12.09,1013.8,85.719,4.8377,32.675,1100.2,529.36,14.005
285,7.5096,1015.1,93.344,4.2745,28.345,1091.4,538.94,12.963
286,7.1508,1015.1,93.18299999999999,3.6475,23.563000000000002,1083.2,550.11,11.767999999999999
287,6.7584,1015.2,93.95700000000001,3.7037,23.747,1084.3,550.29,11.769
288,6.5279,1015.4,93.405,3.8144,24.116999999999997,1086.4,549.68,12.020999999999999
289,8.7447,1015.2,92.274,3.8508,24.25,1086.7,550.07,11.913
290,9.2724,1015.4,91.191,3.8468,24.329,1087.1,550.13,11.875
291,9.7363,1015.8,89.87100000000001,3.8011,24.195,1086.0,549.95,11.762
292,9.8085,1016.3,90.48899999999999,4.337,28.511999999999997,1091.2,538.37,12.885
293,10.242,1016.4,93.039,4.9401,32.655,1100.1,529.19,14.009
294,11.288,1016.2,95.52,4.9726,32.618,1100.3,529.4,14.032
295,12.344000000000001,1015.8,92.264,4.9116,32.150999999999996,1099.9,530.96,13.908
296,12.952,1015.3,86.009,4.9041,32.387,1100.0,530.29,13.974
297,13.315,1014.8,82.10600000000001,4.8678,32.067,1100.2,531.4,13.866
298,13.55,1014.6,81.483,4.8819,32.278,1100.3,530.59,13.955
299,13.777000000000001,1014.5,81.857,4.4569,29.021,1093.8,538.37,13.071
300,13.692,1014.4,83.569,4.8543,32.218,1100.1,531.13,13.915
301,13.514000000000001,1014.3,86.339,4.8082,32.071,1099.9,531.65,13.761
302,13.020999999999999,1014.4,87.323,4.9288,32.959,1100.1,528.88,13.977
303,10.908,1014.1,91.454,4.9469,33.052,1100.2,528.58,14.142000000000001
304,9.4039,1014.2,93.38,3.7497,23.905,1084.1,549.49,11.806
305,9.5635,1013.7,94.37100000000001,3.7262,23.695999999999998,1083.1,550.18,11.634
306,9.4239,1013.5,94.191,4.3244,28.44,1091.7,539.14,12.89
307,9.6916,1013.6,95.4,4.3055,28.166,1091.1,539.34,12.809000000000001
308,10.562000000000001,1013.5,97.58200000000001,3.7688,23.936,1084.8,550.15,11.767000000000001
309,11.31,1013.4,97.805,3.8227,23.939,1084.9,550.15,11.785
310,11.565,1013.5,97.406,3.8110000000000004,23.932,1085.5,549.95,11.804
311,11.530999999999999,1013.9,98.38600000000001,3.7993,23.886,1085.4,550.24,11.823
312,11.353,1014.7,100.06,3.832,23.923000000000002,1085.4,549.99,11.841
313,11.251,1015.4,100.14,3.8645,23.987,1085.1,549.92,11.783
314,11.350999999999999,1015.9,100.15,3.8310000000000004,23.948,1084.9,549.81,11.795
315,11.743,1016.3,100.15,4.1189,26.203000000000003,1089.6,544.55,12.469000000000001
316,12.047,1016.6,100.14,4.8999,32.106,1100.2,530.01,13.93
317,11.915999999999999,1016.9,100.07,4.8519,32.058,1100.4,529.82,14.030999999999999
318,11.684000000000001,1017.3,99.81700000000001,4.8611,32.215,1099.9,529.36,13.964
319,11.751,1018.1,97.70299999999999,4.8171,31.989,1100.3,529.94,14.022
320,11.868,1019.1,94.111,4.8712,32.34,1099.9,528.87,14.005
321,11.863,1019.8,91.447,4.8456,32.189,1100.1,529.59,14.069
322,11.715,1020.7,86.221,4.8659,32.409,1100.0,528.53,14.024000000000001
323,11.718,1021.5,85.12700000000001,4.771,31.706999999999997,1100.2,530.77,13.877
324,11.68,1022.2,85.762,4.8686,32.585,1100.0,527.79,14.088
325,11.627,1022.9,87.124,4.8408,32.358000000000004,1100.1,528.38,14.127
326,11.443,1023.4,88.428,4.9235,32.961999999999996,1100.0,526.55,14.15
327,11.106,1023.9,87.116,4.8656,32.535,1099.9,527.79,14.044
328,10.812000000000001,1024.3,88.531,3.7227,23.892,1086.0,549.6,11.918
329,10.616,1024.4,90.626,3.6614,23.333000000000002,1084.1,549.62,11.719000000000001
330,10.481,1024.5,91.56200000000001,3.6715,23.421,1084.6,549.88,11.693
331,10.415999999999999,1024.6,92.779,3.7065,23.56,1085.1,549.97,11.729000000000001
332,10.319,1024.8,94.575,3.7022,23.555999999999997,1085.0,550.12,11.777000000000001
333,10.264000000000001,1025.0,96.01899999999999,3.7269,23.548000000000002,1085.2,549.79,11.825
